,Song title,Song author,Genre
356940,La Faux Le Fer,Vald,Hip-Hop/Rap
356941,Pandemie,Vald,Hip-Hop/Rap
356943,Papoose,Vald,Hip-Hop/Rap
356944,Sur Un Nouvel Album,Vald,Hip-Hop/Rap
356945,Un Mot,Vald,Hip-Hop/Rap
356947,Regarde Toi,Vald,Hip-Hop/Rap
356949,Rappeur Conscient,Vald,Hip-Hop/Rap
356953,Je Ressens Rien,Vald,Hip-Hop/Rap
356956,Apocalypse,"Kaaris, Kalash Criminel & Freeze Corleone",
356959,Melodie (tatami),Ronisia,R&B/Soul
356966,Suis-moi,Ronisia,R&B/Soul
356973,Verite,Ninho,Hip-Hop/Rap
356974,Shooter,Kaaris & Kalash Criminel,
356986,Element 115,Jazzy Bazz & Nekfeu,
356991,TDB,Oboy,
357010,Aicha,Ninho,
357052,Time Time,Trei Degete,Pop
357053,Sky Priority,Ninho,Hip-Hop/Rap
357073,Arme De Poing,Ninho,Hip-Hop/Rap
357088,OG,Ninho,
357089,No Life,Ninho,Hip-Hop/Rap
357101,Intro (m.i.l.s 3),Ninho,Hip-Hop/Rap
357104,Mood,Ninho,
357105,Rer D,Ninho,Hip-Hop/Rap
357106,Athena,Ninho,Hip-Hop/Rap
357107,YSL,Ninho,
357108,La Maison Que Je Voulais,Ninho,Hip-Hop/Rap
357109,Outro,Ninho,
357114,L'odeur De L'essence,OrelSan,
357138,Platine O Plomo,Maes & Booba,Hip-Hop/Rap
357139,Du Propre,OrelSan,
357140,Mardi Gras,"Maes, Tiakola & Zed",Hip-Hop/Rap
357144,Mauvais 2X,Gazo & Ninho,
357145,Profesor,Maes,Hip-Hop/Rap
357146,Shonen,OrelSan,
357147,Le Classico Organise,"Koba LaD, JuL, PLK, SCH, Gazo, Soso Maness, Kofs, Guy2Bezbar & Naps",
357148,Le Maire,Maes & Oboy,
357149,Sachet,Maes,Hip-Hop/Rap
357151,Seul Avec Du Monde Autout,OrelSan,
357152,Coeur De Pirate,Le Classico Organise,
357153,T-Max 560,Maes,Hip-Hop/Rap
357154,Casseurs Flowters Infinity,OrelSan,
357162,Reve Mieux,OrelSan,
357164,Baise Le Monde,OrelSan,
357165,Bebeboa,OrelSan,
357166,Manifeste,OrelSan,
357169,Ensemble,OrelSan,
357170,Civilisation,OrelSan,
357171,Athena,OrelSan,
357172,Dernier Verre,OrelSan,
357177,N.I,Niska & Ninho,
357179,Fixette,Ziak,Hip-Hop/Rap
357183,Rhum & Machette,Ziak,
357186,Akimbo,Ziak,Hip-Hop/Rap
357187,Loi De La Calle,Le Classico Organise,
357188,Shonen,Ziak,Hip-Hop/Rap
357193,Incontrolables,PLK & SCH,
357202,Blue Magic,Niska & Maes,Hip-Hop/Rap
357203,Mapess,Niska,Hip-Hop/Rap
357204,Jota,Niska & Hamza,Hip-Hop/Rap
357207,Les Galactiques,Le Classico Organise,
357209,140G,Niska,
357211,44,Niska,Hip-Hop/Rap
357212,Leo Messi,Booba,Hip-Hop/Rap
357227,Gasolina,Hornet La Frappe & Ninho,
357230,Daddy Chocolat,Koba LaD,
357234,Dans Le Reseau,Djadja & Dinaz,Hip-Hop/Rap
357240,Geronimo,Booba,
357250,A La Base,PLK,Hip-Hop/Rap
357270,Mapessa,Leto & Tiakola,
357272,La Beu Beu,Timal,Hip-Hop/Rap
357274,Fuego,Timal,
357283,Fantome,Imen Es,R&B/Soul
357286,Avengers,Naps,
357290,Petrouchka,Soso Maness & PLK,
357294,Mon Soleil,Dadju & Anitta,R&B/Soul
357314,Ca Canarde,Bolemvn,
357333,"Pic Et Pic, Alcool Et Drame",JUL,
357345,17%,Leto,
357350,Derriere Nos Tours,Leto & Maes,
357354,Power,Leto,
357362,Louis V,Oboy,
357371,Ani Kuni,Polo & Pan,Electronic
357373,Etincelle,Tiakola,Hip-Hop/Rap
357381,Variant,Booba,Hip-Hop/Rap
357392,A Un Passo Dalla Luna,Rocco Hunt & Ana Mena,Hip-Hop/Rap
357414,Ola Ola Ola,"No Limit, Bosh & Heusse Lenfoire",
357432,La Selecao,Alonzo,Hip-Hop/Rap
357433,Bande Organisee,"JUL, SCH, Naps, Kofs, Elams, Solda, Houari & Soso Maness",
357473,Alors La Zone,JUL,
357474,"Afro Trap, Part. 11 (King Kong)",MHD,Hip-Hop/Rap
357489,Millions,"No Limit, Orelsan & Ninho",
357513,R9R-Line,Laylow & Damso,
357521,Special,"Laylow, Nekfeu & Foushee",
357528,Iverson,Laylow,Hip-Hop/Rap
357529,Pololo,Mhd & Tiakola,
357531,Window Shopper Pt. 2,Laylow,Hip-Hop/Rap
357540,Never Going Home (Lost Frequencies Remix),Kungs,Electronic
357549,Bimbo,Marwa Loud,
357550,Bobo,Aya Nakamura,R&B/Soul
357551,Le Temps,Tayc,French Pop
357554,GTA,Booba & JSX,
357570,Du Mal A Te Dire,Dinos,Hip-Hop/Rap
357572,Assassinat,JUL,
357573,Manege,Djadja & Dinaz,Hip-Hop/Rap
357574,Vroum Vroum,Moha K,Hip-Hop/Rap
357585,Le Bouton,JUL,
357587,C'est La Cite,JUL,
357590,Je Nai Pas Que Des Potes,JUL,
357591,Je Kill U Mic,JUL,
357594,Tereza,JUL,
357608,Haine & Sex,Gazo,Hip-Hop/Rap
357609,Jolie Madame,Joe Dwet File,
357613,La Danse Des Bandits,Naps,Hip-Hop/Rap
357633,Morose,Damso,
357634,Mona Lisa,Booba & JSX,
357647,Puta Madre,Soso Maness,Hip-Hop/Rap
357649,Les Derniers Marioles,Soso Maness,Hip-Hop/Rap
357652,Elle M'a Dit,"DJ Quick, Ninho & Hamza",Hip-Hop/Rap
357659,Essaie Encore,Imen Es,R&B/Soul
357664,Plaza Athenee,Booba,Hip-Hop/Rap
357667,Sapapaya,L'Algerino,
357672,Pousse Toi,Tiakola,Hip-Hop/Rap
357674,Mode Akimbo,SCH & Jul,
357689,Mon Poto,Kore & Ninho,Hip-Hop/Rap
357692,Je T'Aime De Ouf,Wejdene,Pop
357693,Casanova,Were Vana,
357694,Ete 90,Therapie Taxi,
357711,Kayna,Booba,Hip-Hop/Rap
357712,?. 2 Diamants,Damso,Hip-Hop/Rap
357727,?. Vantablack,Damso,
357734,P. Dose,Damso,
357742,T. Chialer,Damso,Hip-Hop/Rap
357744,Thevie Radio (Interlude),Damso,Hip-Hop/Rap
357746,?. Passion,Damso,
357747,O. OG,Damso,
357749,?. Vivre Un Peu,Damso,Hip-Hop/Rap
357750,?. Zwaar,Damso,
357754,Youvoi,Damso,Hip-Hop/Rap
357773,Girl Like Me,Black Eyed Peas & Shakira,Pop
357774,Champion,Serge Ibaka,
357794,"1,2,3",Amel Bent & Hatik,R&B/Soul
357802,Kimono,"Sadek, SCH & Ninho",
357808,Daddy,SDM & Booba,
357827,Mannschaft,SCH & Freeze Corleone,
357829,A Coeur Ouvert,Djadja & Dinaz,Hip-Hop/Rap
357844,Plein Les Poches,Djadja & Dinaz,Hip-Hop/Rap
357845,Crack,SCH,
357846,Marche Noir,SCH,Hip-Hop/Rap
357848,BB,"Djadja, Dinaz & SRNO",
357849,Moi-meme,Djadja & Dinaz,Hip-Hop/Rap
357850,La Cage Et La Clef,Djadja & Dinaz,Hip-Hop/Rap
357852,Demain Sera Meilleur,Djadja & Dinaz,Hip-Hop/Rap
357853,Loup Noir,SCH,Hip-Hop/Rap
357854,Essayez,Djadja & Dinaz,Hip-Hop/Rap
357859,Grand Bain,SCH,Hip-Hop/Rap
357860,Fournaise,SCH,Hip-Hop/Rap
357862,Zone A Danger,SCH,Hip-Hop/Rap
357863,Parano,SCH,Hip-Hop/Rap
357864,Aluminium,SCH,Hip-Hop/Rap
357865,Corrida,SCH,Hip-Hop/Rap
357866,Euro,SCH,Hip-Hop/Rap
357867,Assoces,SCH,Hip-Hop/Rap
357870,Raisons,SCH,Hip-Hop/Rap
357871,Mafia,SCH,
357872,Plus Rien A Se Dire,SCH,Hip-Hop/Rap
357879,VVV,Booba & Maes,
357882,Chareau Noir,Kaaris,Hip-Hop/Rap
357884,Ultra,Booba,Hip-Hop/Rap
357885,GP,Booba,Hip-Hop/Rap
357888,RST,Booba,Hip-Hop/Rap
357890,Derniere Fois,Booba,Hip-Hop/Rap
357893,Vue Sur La Mer,Booba,Hip-Hop/Rap
357900,Bonne Journee,Booba,Hip-Hop/Rap
357903,Je Sais,Booba,Hip-Hop/Rap
357905,Azerty,Booba,Hip-Hop/Rap
357906,L'Olivier,Booba,Hip-Hop/Rap
357907,Grain De Sable,Booba,Hip-Hop/Rap
357908,31,Booba,Hip-Hop/Rap
357909,5G,Booba,Hip-Hop/Rap
357914,Coeur Noir,Eva,Dance
357920,Carre Das,JUL,
357925,Moi,JUL,
357928,Medusa,Landy,
357929,Tout En Gucci,Ninho,Hip-Hop/Rap
357933,Kassav,Gazo,Hip-Hop/Rap
357934,Ca Me Guintch,JUL,
357945,Ratpi World,Booba,Hip-Hop/Rap
357948,Cosmos,Rim'k,
357949,Mother Fuck,Jul & SCH,Hip-Hop/Rap
357950,Elles Ont Trop Joue Avec Mon Coeur,Jokair,
357951,Joli Bebe,Naza & Niska,Hip-Hop/Rap
357962,Reel,Hamza & Zed,
357973,Dieu Merci,Dadju & Tiakola,R&B/Soul
357974,Beau Papa,Vianney,French Pop
358006,Double Bang 10,Leto,Hip-Hop/Rap
358010,Plus Jamais,Aya Nakamura & Stormzy,
358014,F*cked Up 4,Josman,Rap
358047,Millions D'Euros,Landy & Niska,
358052,Enfants Terribles,Landy & Ninho,
358053,La Vie Du Binks,SCH,
358061,Tu Vois Comment?,ZKR,
358064,Booska 77,Djadja & Dinaz,Hip-Hop/Rap
358074,Jusqu'ici Tout Va Bien,Maitre Gims,
358090,Loin De Tout,JUL & Wejdene,
358092,Canada,Heuss Lenfoire & Vald,
358114,Coffre Plein,"Koba LaD, Maes & Zed",
358120,La Pharmacie,JUL,
358123,La Passat,JUL,
358124,Brouncha,JUL,
358128,Sous Terre,JUL,
358130,Guytoune,JUL & Naps,
358131,Son Ex,JUL,
358132,aaa,Alpha Wann & Nekfeu,
358134,Perdu,Dadju,French Pop
358142,Pompeii,JSX & Booba,
358144,9113,Zola & SCH,
358152,Pilote,PLK & Hamza,
358154,Cabeza,Oboy,
358164,Moins Un,Dinos & Nekfeu,
358171,Comme Toi,Tayc,French Pop
358180,Gotaga,Vald,Hip-Hop/Rap
358183,Paranoiaque,Dinos,Hip-Hop/Rap
358184,Prends Soin De Toi,Dinos,Hip-Hop/Rap
358185,Diptyque,Dinos,Hip-Hop/Rap
358186,Maman M'aime,Dinos,Hip-Hop/Rap
358187,Je Wanda,Dinos,Hip-Hop/Rap
358188,93 Mesures,Dinos,Hip-Hop/Rap
358193,Demain N'Existe Plus,Dinos,Hip-Hop/Rap
358194,Slide,Bosh,
358200,Papillon,Zola & SCH,
358201,Ma Jolie,Zola & Leto,
358205,Doudou,Aya Nakamura,R&B/Soul
358206,Prefere,Aya Nakamura & OBOY,
358207,Madame,Zola,
358211,Le Sauveur,Zola,Rap
358213,Dans La Zone,Kalash Criminel & Jul,
358221,Tchop,Aya Nakamura,R&B/Soul
358222,Fly,Aya Nakamura,
358223,Sentiments Grandissants,Aya Nakamura,R&B/Soul
358227,Love De Moi,Aya Nakamura,R&B/Soul
358228,Biff,Aya Nakamura,R&B/Soul
358231,Nirvana,Aya Nakamura,
358232,Ca Blesse,Aya Nakamura,R&B/Soul
358233,Hot,Aya Nakamura,
358248,Amour Tocix,Dadju & Tiakola,
358249,Toutes Les Couleurs,Ninho,Hip-Hop/Rap
358250,Grand Bain,Dadju & Ninho,
358251,Privilege,Ninho,
358252,La Meilleure,Hatik & Jokair,
358254,Boston George,Lacrim & Maes,
358263,Kitchen,Ninho,
358267,Mac 11,Ninho,Hip-Hop/Rap
358271,Encore,Koba LaD & Ninho,
358272,Va Dire A Ton Ex,Dadju,R&B/Soul
358274,Elle Me Demande,Dadju,R&B/Soul
358279,Pas De Reine,Koba LaD & Vald,
358286,7 Sur 7,Koba Lad & Freeze Corleone,
358290,L'Etoile Sur Le Maillot,13 Organise,
358291,Omar,Koba LaD & PLK,
358292,A La Fete,Uzi,
358298,Dadinho,Lacrim & Ninho,
358304,But En Or,Kalash Criminel & Damso,
358306,13 Balles,13 Organise,
358307,Eric Cantona,Lacrim & Jul,
358311,Macaroni,"Leto, Ninho & Niska",
358312,American Airlines,Sofiane & SCH,
358313,Jacques Chirac,LaCrim,
358320,Combien,13 Organise,
358324,Ma Gadji,13 Organise,
358326,Je Suis Marseille,13 Organise,
358328,War Zone,13 Organise,
358332,Tout A Change,13 Organise,
358333,BXL Zoo,Damso & Hamza,Hip-Hop/Rap
358334,Partout C'Est La Meme,13 Organise,
358341,Deux Toiles De Mer,Damso,Hip-Hop/Rap
358343,La Zone,Ninho,
358346,Problemes Du Matin,Ninho,Hip-Hop/Rap
358348,911,Damso,
358350,Angela,Hatik,Hip-Hop/Rap
358352,Coco,Wejdene,
358354,My Salsa,Franglish & Tory Lanez,
358361,16,Wejdene,
358365,Life Life,Damso,Hip-Hop/Rap
358371,Coeur En Miettes,Damso & Lous And The Yakuza,
358372,Freeze Rael,Freeze Corleone,Hip-Hop/Rap
358381,MEVTR,Damso,Hip-Hop/Rap
358383,Sentimental,Damso,
358384,BPM,Damso,Hip-Hop/Rap
358385,D'Ja Roule,Damso,Hip-Hop/Rap
358388,Poy L'Argent,Damso,
358389,Rose Marthe's Love,Damso,Hip-Hop/Rap
358390,Intro (QALF),Damso,Hip-Hop/Rap
358391,Fais Ca Bien,Damso & Fally Ipupa,
358400,Rap Catechisme,Freeze Corleone & Alpha Wann,
358401,Carbozo 2.0,Ninho,
358402,Hors Ligne,Freeze Corleone,Hip-Hop/Rap
358406,On Sait Jamais,PLK & Niska,
358409,Scelle Part. 2,Freeze Corleone,
358412,Tarkov,Freeze Corleone,Hip-Hop/Rap
358414,Mais Je T'aime,Grand Corps Malade & Camile Lellouche,
358423,Deux Deux,Kaaris,
358426,Illimite,Kaaris,Hip-Hop/Rap
358427,C'est Mort,PLK,Hip-Hop/Rap
358430,Chandon Et Moet,PLK,Hip-Hop/Rap
358432,Dans Les Clips,PLK,Hip-Hop/Rap
358433,Sosa,Kaaris,
358445,Les Comptes,PLK,Hip-Hop/Rap
358447,Billet D'20,PLK,Hip-Hop/Rap
358448,Benef,PLK,Hip-Hop/Rap
358451,Pourtant,PLK,Hip-Hop/Rap
358452,Degaine De Bandit,PLK,Hip-Hop/Rap
358454,Toutes Generations,PLK,Hip-Hop/Rap
358466,Moto,Mac Tyer & Ninho,Hip-Hop/Rap
358469,Anissa,Wejdene,French Pop
358474,10K,Bolemvn & Maes,
358512,Tieks,13 Block & Niska,
358514,Italia,JUL,
358522,NRV,Kaaris,Hip-Hop/Rap
358529,Macintosh,Gambi,Hip-Hop/Rap
358531,Nouveaux Riches,Leto & Niska,
358532,Dolce Vita,Booba,Hip-Hop/Rap
358547,Wow,Zola,
358571,Jaune,Booba & Zed,
358583,Puff Puff Puff,Gambi,Hip-Hop/Rap
358585,Goulag,Kaaris,Hip-Hop/Rap
358594,Melegim,Soolking & Dadju,Hip-Hop/Rap
358607,Euros,Rk & Maes,
358614,Lettre A Une Femme,Ninho,Hip-Hop/Rap
358629,Folie,JUL,
358642,Ca Sent Bon,JUL,
358650,Sousou,JUL,
358653,Toi-meme Tus Sais,JUL & Doria,
358667,6.3,Naps & Ninho,
358669,Allez Nique Ta Mere,Lacrim & Soso Maness,
358671,Crois-Moi,Da Uzi & Ninho,
358673,Blanche,Maes & Booba,
358693,So Maness,Soso Maness,Hip-Hop/Rap
358712,Criminel,Bramsito & Niska,
358770,Bro Bro,Zola,Rap
358771,1ere Fois,Imen Es & Alonzo,
358773,Fait D'or,JUL,
358794,Zipette,Ninho,Hip-Hop/Rap
358814,Ne Reviens Pas,Gradur & Heuss Lenfoire,
358845,Train De Vie,Leto & PLK,
358846,Les Mots Bleus,Christophe,Pop
358849,Prison Pour Mineurs,Hatik,Hip-Hop/Rap
358851,Je Vous Deteste Tous,Lorenzo,
358852,Double Binks,"Leto, Ninho & Zed",
358853,Vaillante,Yl,
358876,Moulaga,Heuss Lenfoire & Jul,
358879,Distant,Maes & Ninho,
358880,MD,4Keus & Niska,
358881,40%,Aya Nakamura,R&B/Soul
358882,Loin De Moi,Naza,Hip-Hop/Rap
358884,Popopop,Gambi,Hip-Hop/Rap
358885,Avant Toi,Vitaa & Slimane,French Pop
358887,93%,"GLK, Landy, Da Uzi & Hornet La Frappe",
358891,God Bless,Hamza & Damso,
358892,Cote Ouest,47Ter,
358894,La Vie Qu'on Mene,Ninho,Hip-Hop/Rap
358917,Promo,Ninho & Damso,
358919,Every Day,Ninho & Griff,
358921,La Puerta,Ninho,Hip-Hop/Rap
358923,Centre Commercial,Ninho & Heuss Lenfoire,
358926,Le Jeu,Ninho & Yaro,
358928,Filon,Ninho,Hip-Hop/Rap
358929,Gros Vendeurs,Ninho,Hip-Hop/Rap
358931,C'etait Le Rap,Ninho,Hip-Hop/Rap
358932,M. I. L. S. 3,Ninho,Hip-Hop/Rap
358933,En Chien,Ninho,Hip-Hop/Rap
358964,Ailleurs,Timal & Maes,
358965,Mauvais Djo,Ninho,Hip-Hop/Rap
358970,Tu Sais Qu On Est Gang,Ninho & Hos Copperfield,
358973,Bali,Ninho,
358974,Millesimes,Ninho,Hip-Hop/Rap
358985,Dybala,Maes & Jul,
358986,Dans Le Space,Gambi & Heuss Lenfoire,
358990,Week-end,Timal & Leto,
358991,Promis,Timal & PLK,
358992,93% (Tijuana),"GLK, Landy, Da Uzi & Hornet La Frappe",
359009,Calumet,Hornet La Frappe,Hip-Hop/Rap
359032,Jamais,Mister V & PLK,
359047,Pirelli,Mister V & Jul,
359048,Gang,Mister V & Dosseh,
359070,Facetime,Mister V,
359072,Tudo Bem,Mister V,Hip-Hop/Rap
359074,Street,Maes,Hip-Hop/Rap
359083,Ceveille,Damso,
359087,Imparfait,Maes,Hip-Hop/Rap
359088,Dragovic,Maes,Hip-Hop/Rap
359089,Elvira,Maes,
359090,Memoire,Maes,Hip-Hop/Rap
359091,Police,Maes,
359094,A Cote De Moi,Maes,Hip-Hop/Rap
359107,Les Gens Disent,Maes,Hip-Hop/Rap
359111,Marco Polo,Maes,
359112,Etoile,Maes,Hip-Hop/Rap
359113,Chrome,Maes,
359157,Mayday,SCH & Ninho,
359164,Ibiza,JUL & Jimmy Jax,
359166,Mon Bebe D'Amour,JUL,
359167,He Oh,Gambi,Hip-Hop/Rap
359168,Ma Vie,Dadju,R&B/Soul
359169,Woin Woin,Larry & RK,
359170,Ca Ira,SCH,Hip-Hop/Rap
359171,R.A.C.,SCH,Hip-Hop/Rap
359173,6.35,JUL,
359226,Complique,Dadju,R&B/Soul
359229,Mortel,Koba LaD,Hip-Hop/Rap
359230,Batiment,Niska,Hip-Hop/Rap
359233,Un Million Par Mois,Djadja & Dinaz,Hip-Hop/Rap
359264,Paire Das,Dadju & Nekfeu,
359265,TPB,Dadju & Koba LaD,
359266,Je Ne T'Aime Plus,Dadju,French Pop
359273,Bobo Au Coeur,Dadju,R&B/Soul
359274,Confessions,Dadju,
359287,Perdus,Angele,
359289,Ma Belle,Moha La Squale,Hip-Hop/Rap
359293,Un Peu De Haine,PLK,Hip-Hop/Rap
359294,Tu Me Regardes,Angele,
359297,Reste,Maitre Gims & Sting,
359299,Il A Neige Sur Yesterday,Marie Laforet,
359301,Ca Va Ca Vient,Vitaa & Slimane,French Pop
359302,Tombe,Matt Pokora,
359305,Viens Viens,Marie Laforet,
359306,"Diego, Libre Dans Sa Tete",Johnny Hallyday,Pop
359307,La Grenade,Clara Luciani,French Pop
359308,Le Coach,Soprano & Vincenzo,
359311,Donnez-moi,Les Frangines,French Pop
359312,A Nos Heros Du Quotidien,Soprano,Hip-Hop/Rap
359329,Les Gens,Christophe Mae,
359334,Birds,Imagine Dragons,Alternative
359341,Calma,Pedro Capo,
359346,Presque,Alain Souchon,French Pop
359370,Monster,LUM!X & Gabry Ponte,Dance
359384,On Oublie Le Reste,Jenifer & Kylie Minogue,
359392,M Effondre,Mylene Farmer,
359393,Rapper's Delight,Sugarhill Gang,
359394,Mada,Kalash,Hip-Hop/Rap
359402,Chicken Noodle Soup,J-Hope & Becky G,
359410,Nue,Clara Luciani,French Pop
359449,Soldat,Aya Nakamura,R&B/Soul
359470,Les Planetes,Matt Pokora,
359490,La Rose Et L'armure,Antoine Elie,French Pop
359491,Parle A Ta Tete,Indila,Pop
359509,A Nos Souvenirs,Trois Cafes Gourmands,
359511,Hola Senorita,Maitre Gims & Maluma,
359592,Bella Ciao,Manu Pilas,TV Soundtrack
359596,Asimbonanga (Mandela),Johnny Clegg & Savuka,South Africa
359600,Bang,PNL,
359601,Ryuk,PNL,Hip-Hop/Rap
359604,Siberie,PNL,Hip-Hop/Rap
359613,Hold Back The Light,Abi Lomby,Pop
359638,Comme Pas Deux,PNL,Hip-Hop/Rap
359662,Flying On My Own,Celine Dion,
359663,Music Sounds Better With You,Stardust,Electronic
359691,Miami Vice,Maitre Gims,
359694,Toop Toop,Cassius,Electronic
359700,Mirador,"Kezah, Freddy & Squeezie",
359706,Bye Bye,Squeezie & Joyca,
359714,Mon Numero,Nej,Hip-Hop/Rap
359719,Mowgli II,PNL,Hip-Hop/Rap
359720,Tricheur,Nekfeu & Damso,
359728,Dans L'Univers,Nekfeu & Vanessa Paradis,
359730,Just One Lifetime,Sting & Shaggy,Pop
359733,Casser Un Tete,Tirex B,
359734,Toutes Les Machines Ont Un Coeur,Maelle,
359744,Juice,Lizzo,Pop
359748,Ice Cream,Mika,
359751,Beautiful,Avener & Bipolar Sunshine,
359770,Les Choses Simples,Jenifer & Slimane,French Pop
359773,Allez Reste,Boulevard Des Airs,
359783,Arc En Ciel,Booba,Hip-Hop/Rap
359785,Roi,Bilal Hassani,Pop
359790,Future,Madonna & Quavo,
359793,Doin Time,Lana Del Rey,Pop
359802,Versus,Slimane & Vitaa,
359813,Come And Get Your Love,Redbone,Rock
359814,Medellin,Madonna & Maluma,Pop
359849,The Night King,Ramin Djawadi,Soundtrack
359851,To Build A Home,The Cinematic Orchestra & Patrick Watson,
359872,Au DD,PNL,Hip-Hop/Rap
359874,Jenny Of Oldstones,Florence & The Machine,
359893,Que Dieu Me Pardonne,Kendji Girac & Claudio Capeo,
359897,Medicament,Niska & Booba,
359908,Deux Freres,PNL,Hip-Hop/Rap
359934,Bonda Manmanw,Kalash,Hip-Hop/Rap
359954,On Trace,Les Enfoires,
359957,Les Enfants Paradis,Saez,Rock
359964,Bella,Eva,
359974,Khapta,Heuss Lenfoire & Sofiane,
359987,Speed,Zazie,
359989,Adieu,Lynda & Dadju,
359990,Elevator,R-Wan & Mike Jay,
360012,Je Te Le Donne,Vitaa & Slimane,French Pop
360020,Such A Shame,Talk Talk,New Wave
360025,Try,Sidsel Endresen & Budge Wesseltoft,
360031,It's My Life,Talk Talk,Pop
360032,Goutte D'eau,Ninho,Hip-Hop/Rap
360033,Tiago,Kendji Girac,French Pop
360034,Laisser Couler,Ridsa,French Pop
360047,Longtemps,Amir,French Pop
360069,Plus Tard,Bigflo & Oli,Hip-Hop/Rap
360070,Radiate,Jeanne Added,
360074,Pas Eu Le Temps,Patrick Bruel,French Pop
360096,PGP,Booba,Hip-Hop/Rap
360100,Le Moulins De Mon Coeur,Michel Legrand,Jazz
360104,Comment Te Dire,Nehuda,
360108,La Haut,Chimene Badi,
360114,Thunderclouds,"LSD, Sia, Diplo & Labrinth",
360132,Gam Gam,Marnik & Smack,
360137,On Fleek,Eva & Lartiste,
360169,Jaloux,Dadju,R&B/Soul
360174,Later Bitches,Prince Karma,
360190,La Meme,Maitre Gims & Vianney,
360192,Alright,Jain,
360234,Ma Derniere Lettre,David Hallyday,Pop/Rock
360244,Le Gens Qu'on Aime,Patrick Fiori,
360252,A La Vie A L'amour,Soprano,Hip-Hop/Rap
360258,Kyll,Medine & Booba,
360269,Untitled,Mylene Farmer,
360274,Histoires De Fesses,Mylene Farmer,
360291,Amoureuse,Veronique Sanson,
360293,Pardonne-moi,Johnny Hallyday,
360301,Reves Bizarres,OrelSan & Damso,
360304,Ella,IK TLF & Lartiste,
360307,Ces Mots Simples,Vanessa Paradis,French Pop
360314,Que Vendra,Zaz,
360330,Le Pire,Maitre Gims,
360333,Midi Sur Novembre,Louane,French Pop
360344,Secret,R-Wan & Lukas,
360346,Sale Mood,Bramsito & Booba,
360353,Notre Idylle,Jenifer,French Pop
360359,Mood,Eva,
360365,Madrina,Maes & Booba,
360370,J'en Parlerai Au Diable,Johnny Hallyday,French Pop
360384,"Mon Pays, C'Est L'Amour",Johnny Hallyday,French Pop
360393,Je Ne Suis Qu Un Homme,Johnny Hallyday,French Pop
360411,Revoir,Jeremy Frerot,
360413,Pour Oublier,Kendji Girac,French Pop
360420,Emmenez Moi,Charles Aznavour,French Pop
360424,La Boheme,Charles Aznavour,French Pop
360430,Hier Encore,Charles Aznavour,French Pop
360433,BB,Booba,
360445,Low,Lenny Kravitz,Dance
360448,Sur Le Drapeau,Supreme NTM & Sofiane,
360449,Comme Ils Disent,Charles Aznavour,French Pop
360450,Je M'Voyais Deja,Charles Aznavour,French Pop
360451,Mes Emmerdes,Charles Aznavour,French Pop
360454,La Mamma,Charles Aznavour,French Pop
360462,Meme D'Aussi Loin,Nehuda,
360466,Tout Recommencer,Patrick Bruel,French Pop
360468,La Marcheuse,Christine & The Queens,
360473,Sentimentale,Mylene Farmer,
360474,"Damn, Dis-Moi (Girlfriend)","Christine & The Queens, Dam Funk",
360488,91's,PNL,Hip-Hop/Rap
360494,Get Up!,Diva Faune,
360508,Ya Rayah (Radio Version),Rachid Taha,World
360524,Otto,SCH,Hip-Hop/Rap
360526,Bella Ciao,"Naestro, Maitre Gims, Vitaa, Dadju & Slimane",
360528,Je Me Dis Que Toi Aussi,Boulevard Des Airs,
360532,Ta Mariniere,Hoshi,French Pop
360560,Respect,Aretha Franklin,R&B/Soul
360561,I Say A Little Prayer,Aretha Franklin,R&B/Soul
360570,Think,Aretha Franklin,R&B/Soul
360572,Petit Biscuit Demain,Bigflo & Oli,
360585,W.L.G.,Niska,Hip-Hop/Rap
360608,Toto Et Ninetta,JUL,
360611,Something Human,Muse,Alternative
360612,Un Peu De Reve,Vitaa & Claudio Capeo,
360614,A L'Ammoniaque,PNL,Hip-Hop/Rap
360655,I Will Survive,Hermes House Band,
360656,I Will Survive,Gloria Gaynor,Disco
360665,Maradona,AM La Scampia & Lacrim,
360684,Bottles Up,"Big Ali, Busta Rhymes & R-Wan",
360685,Wakanda,Mokobe,
360694,Va Bene,Kore & L'Algerino,
360710,"Damn, Dis-Moi (Girlfriend)",Christine & The Queens,
360715,N'oublie Pas,Mylene Farmer & LP,
360729,Be Right Here,"Kungs & Stargate, GOLDN",
360748,Zombie,Bad Wolves,Rock
360752,Habitue,Dosseh,Hip-Hop/Rap
360766,Midi Dans Le Ghetto,4Keus Gang & Ninho,Hip-Hop/Rap
360769,Mondial,Tal,Pop
360831,What A Way To Win A War,Tom McRae & The Standing Band,
360832,Mercy,Madame Monsieur,
360834,Bob Marley,Dadju,
360848,Sur Un Prelude De Bach,Maurane,Pop
360850,Fauter,Nej,Hip-Hop/Rap
360851,Je Pars Mais Je T'Aime,Mennel,French Pop
360862,Kid,Eddy De Pretto,
360868,Ashes,Celine Dion,
360870,La Pluie,Orelsan & Stromae,
360871,Tu Es Mon Autre,Lara Fabian,French Pop
360877,Ipseite,Damso,Hip-Hop/Rap
360881,Defiler,Stromae,Pop
360891,Do Not Make Me Wait,Sting & Shaggy,
360901,Maria Maria,Kendji Girac,
360914,Fallait Pas,Marwa Loud,Hip-Hop/Rap
