,Country_1,Country_2,Song,Difference_in_Days
72427,UK,Bulgaria,Taylor Swift - Anti-Hero,-43
72428,UK,Canada,Taylor Swift - Anti-Hero,-7
72429,UK,Denmark,Taylor Swift - Anti-Hero,1
72430,UK,Finland,Taylor Swift - Anti-Hero,5
72431,UK,Germany,Taylor Swift - Anti-Hero,-21
72432,UK,Ireland,Taylor Swift - Anti-Hero,7
72433,UK,Netherlands,Taylor Swift - Anti-Hero,-7
72434,UK,New Zealand,Taylor Swift - Anti-Hero,-2
72435,UK,Norway,Taylor Swift - Anti-Hero,4
72436,UK,Portugal,Taylor Swift - Anti-Hero,-8
72437,UK,Sweden,Taylor Swift - Anti-Hero,5
72438,UK,Switzerland,Taylor Swift - Anti-Hero,-1
72439,UK,Taiwan,Taylor Swift - Anti-Hero,-36
72440,UK,UK,Taylor Swift - Anti-Hero,0
72441,UK,USA,Taylor Swift - Anti-Hero,-7
72442,Portugal,Australia,Taylor Swift - Anti-Hero,6
72443,Portugal,Austria,Taylor Swift - Anti-Hero,-16
72444,Portugal,Belgium,Taylor Swift - Anti-Hero,-6
72445,Portugal,Bulgaria,Taylor Swift - Anti-Hero,-35
72446,Portugal,Canada,Taylor Swift - Anti-Hero,1
72447,Portugal,Denmark,Taylor Swift - Anti-Hero,9
72448,Portugal,Finland,Taylor Swift - Anti-Hero,13
72449,Portugal,Germany,Taylor Swift - Anti-Hero,-13
72450,Portugal,Ireland,Taylor Swift - Anti-Hero,15
72451,Portugal,Netherlands,Taylor Swift - Anti-Hero,1
72452,Portugal,New Zealand,Taylor Swift - Anti-Hero,6
72453,Portugal,Norway,Taylor Swift - Anti-Hero,12
72454,Portugal,Portugal,Taylor Swift - Anti-Hero,0
72455,Portugal,Sweden,Taylor Swift - Anti-Hero,13
72456,Portugal,Switzerland,Taylor Swift - Anti-Hero,7
72457,Portugal,Taiwan,Taylor Swift - Anti-Hero,-28
72458,Portugal,UK,Taylor Swift - Anti-Hero,8
72459,Portugal,USA,Taylor Swift - Anti-Hero,1
72460,USA,Australia,Taylor Swift - August,5
72461,USA,Canada,Taylor Swift - August,0
72462,USA,USA,Taylor Swift - August,0
72463,USA,Australia,Taylor Swift - Back To December,-4643
72464,USA,Canada,Taylor Swift - Back To December,9
72465,USA,New Zealand,Taylor Swift - Back To December,12
72466,USA,Taiwan,Taylor Swift - Back To December,-34
72467,USA,USA,Taylor Swift - Back To December,0
72468,USA,USA,Taylor Swift - Back To December (Taylor's Version),0
72469,USA,Australia,Taylor Swift - Bad Blood,8
72470,USA,Austria,Taylor Swift - Bad Blood,-6
72471,USA,Bulgaria,Taylor Swift - Bad Blood,-76
72472,USA,Canada,Taylor Swift - Bad Blood,5
72473,USA,Chile,Taylor Swift - Bad Blood,9
72474,USA,China,Taylor Swift - Bad Blood,-14
72475,USA,France,Taylor Swift - Bad Blood,15
72476,USA,Germany,Taylor Swift - Bad Blood,-21
72477,USA,Greece,Taylor Swift - Bad Blood,-103
72478,USA,India,Taylor Swift - Bad Blood,-35
72479,USA,Ireland,Taylor Swift - Bad Blood,8
72480,USA,New Zealand,Taylor Swift - Bad Blood,8
72481,USA,Spain,Taylor Swift - Bad Blood,15
72482,USA,Taiwan,Taylor Swift - Bad Blood,-41
72483,USA,UK,Taylor Swift - Bad Blood,14
72484,USA,USA,Taylor Swift - Bad Blood,0
72485,UK,Australia,Taylor Swift - Bad Blood,-6
72486,UK,Austria,Taylor Swift - Bad Blood,-20
72487,UK,Bulgaria,Taylor Swift - Bad Blood,-90
72488,UK,Canada,Taylor Swift - Bad Blood,-9
72489,UK,Chile,Taylor Swift - Bad Blood,-5
72490,UK,China,Taylor Swift - Bad Blood,-28
72491,UK,France,Taylor Swift - Bad Blood,1
72492,UK,Germany,Taylor Swift - Bad Blood,-35
72493,UK,Greece,Taylor Swift - Bad Blood,-117
72494,UK,India,Taylor Swift - Bad Blood,-49
72495,UK,Ireland,Taylor Swift - Bad Blood,-6
72496,UK,New Zealand,Taylor Swift - Bad Blood,-6
72497,UK,Spain,Taylor Swift - Bad Blood,1
72498,UK,Taiwan,Taylor Swift - Bad Blood,-55
72499,UK,UK,Taylor Swift - Bad Blood,0
72500,UK,USA,Taylor Swift - Bad Blood,-14
72501,USA,Australia,Taylor Swift - Begin Again,12
72502,USA,Canada,Taylor Swift - Begin Again,2
72503,USA,New Zealand,Taylor Swift - Begin Again,12
72504,USA,UK,Taylor Swift - Begin Again,14
72505,USA,USA,Taylor Swift - Begin Again,0
72506,UK,Australia,Taylor Swift - Begin Again,-2
72507,UK,Canada,Taylor Swift - Begin Again,-12
72508,UK,New Zealand,Taylor Swift - Begin Again,-2
72509,UK,UK,Taylor Swift - Begin Again,0
72510,UK,USA,Taylor Swift - Begin Again,-14
72511,USA,Australia,Taylor Swift - Bejeweled,-2
72512,USA,Canada,Taylor Swift - Bejeweled,0
72513,USA,New Zealand,Taylor Swift - Bejeweled,-2
72514,USA,USA,Taylor Swift - Bejeweled,0
72515,USA,USA,Taylor Swift - Better Than Revenge (Taylor's Version),0
72516,USA,Canada,Taylor Swift - Bigger Than The Whole Sky,0
72517,USA,USA,Taylor Swift - Bigger Than The Whole Sky,0
72518,USA,Australia,Taylor Swift - Blank Space,8
72519,USA,Austria,Taylor Swift - Blank Space,-55
72520,USA,Belgium,Taylor Swift - Blank Space,-49
72521,USA,Brazil,Taylor Swift - Blank Space,-73
72522,USA,Bulgaria,Taylor Swift - Blank Space,-76
72523,USA,Canada,Taylor Swift - Blank Space,5
72524,USA,Chile,Taylor Swift - Blank Space,-19
72525,USA,France,Taylor Swift - Blank Space,-111
72526,USA,Germany,Taylor Swift - Blank Space,-56
72527,USA,Greece,Taylor Swift - Blank Space,-26
72528,USA,Ireland,Taylor Swift - Blank Space,-34
72529,USA,New Zealand,Taylor Swift - Blank Space,1
72530,USA,Portugal,Taylor Swift - Blank Space,-41
72531,USA,Spain,Taylor Swift - Blank Space,-41
72532,USA,Switzerland,Taylor Swift - Blank Space,-90
72533,USA,Taiwan,Taylor Swift - Blank Space,8
72534,USA,UK,Taylor Swift - Blank Space,-7
72535,USA,USA,Taylor Swift - Blank Space,0
72536,UK,Australia,Taylor Swift - Blank Space,15
72537,UK,Austria,Taylor Swift - Blank Space,-48
72538,UK,Belgium,Taylor Swift - Blank Space,-42
72539,UK,Brazil,Taylor Swift - Blank Space,-66
72540,UK,Bulgaria,Taylor Swift - Blank Space,-69
72541,UK,Canada,Taylor Swift - Blank Space,12
72542,UK,Chile,Taylor Swift - Blank Space,-12
72543,UK,France,Taylor Swift - Blank Space,-104
72544,UK,Germany,Taylor Swift - Blank Space,-49
72545,UK,Greece,Taylor Swift - Blank Space,-19
72546,UK,Ireland,Taylor Swift - Blank Space,-27
72547,UK,New Zealand,Taylor Swift - Blank Space,8
